,title,id,overview,poster_path
2755,Earth to Echo,238603,"After a construction project begins digging in their neighborhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. When everyone around them refuses to take the messages seriously, the three embark on a secret adventure to crack the code and follow it to its source. But taking matters into their own hands gets the trio in way over their heads when they discover a mysterious being from another world who desperately needs their help. The epic, suspenseful and exciting journey that follows will change all of their lives forever.",http://image.tmdb.org/t/p/original//yiNPza51nLvVTWTB9q4ifzfUlml.jpg
2756,Crazy/Beautiful,10691,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.",http://image.tmdb.org/t/p/original//x6ZIwp7pXpIoJKc7S9MXpM3TOVv.jpg
2757,Letters from Iwo Jima,1251,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",http://image.tmdb.org/t/p/original//kZokxQtzMPURvijWYFuvh1fAvnv.jpg
2758,The Astronaut Farmer,5172,"Texan Charles Farmer left the Air Force as a young man to save the family ranch when his dad died. Like most American ranchers, he owes his bank. Unlike most, he's an astrophysicist with a rocket in his barn - one he's built and wants to take into space. It's his dream. The FBI puts him under surveillance when he tries to buy rocket fuel, and the FAA stalls him when he files a flight plan – but Charles is undeterred.",http://image.tmdb.org/t/p/original//19uGc8wW3Ert1QvMYxvnReQkFMc.jpg
2759,Woo,58680,Gorgeous and extraverted Woo meets insecure and straight-laced law clerk Tim at a blind date.,http://image.tmdb.org/t/p/original//6wnQY2gXkzHYVMZMAYIux20dMLy.jpg
2760,Room,264644,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,http://image.tmdb.org/t/p/original//pCURNjeomWbMSdiP64gj8NVVHTQ.jpg
2761,Dirty Work,14577,"Unemployed and recently dumped, Mitch and his buddy Sam start a revenge-for-hire business to raise the $50,000 that Sam's father needs to get a heart transplant. The dirty duo brings down a movie theater manager and hires hookers to pose as dead bodies during a live TV ad. When a wealthy developer hires the guys to trash a building (so that he can have it condemned), problems arise and a feud ensues.",http://image.tmdb.org/t/p/original//kF31xzsGOybcJYGvDgYUsQeSkJU.jpg
2762,Serial Mom,11592,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.",http://image.tmdb.org/t/p/original//lWLLBMvMDafBXH5CRkahOtCORc8.jpg
2763,Dick,16406,"Comedy about two high school girls who wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal.",http://image.tmdb.org/t/p/original//dJrwdIBbidBeb5nvke3VRKyoLYj.jpg
2764,Light It Up,19052,"On a winter day in a southside Queens high school, events collide and six students are suddenly in an armed standoff with the NYPD. At the school, classrooms freeze, teachers come and go, resources are scant.",http://image.tmdb.org/t/p/original//sHbII8OHz2uoyOpPAVYe0LIJcdN.jpg
2765,54,3682,"Shane, a Jersey boy with big dreams, crosses the river in hopes of finding a more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco, plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar – and a front-row seat at the most legendary party on the planet.",http://image.tmdb.org/t/p/original//gLjt54vow8CEOHdgRkQCyXwbq52.jpg
2766,Bubble Boy,9683,"Jimmy is young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy -- bubble suit and all -- treks cross-country to stop her. Swoosie Kurtz, as Jimmy's overprotective mom, co-stars along with Fabio, who portrays the leader of a religious cult.",http://image.tmdb.org/t/p/original//gcc4Le4DtmnxYObH0zUcJ5jyP9l.jpg
2767,Birthday Girl,2084,"A shy bank clerk orders a Russian mail order bride, and finds his life turned upside down.",http://image.tmdb.org/t/p/original//2OLAsml1fEkIZ9RqN2yuS8oo6g.jpg
2768,21 & Over,107811,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",http://image.tmdb.org/t/p/original//upJY56wi3J1XkNSKzgyyLqkJhh6.jpg
2769,"Paris, je t'aime",2266,"Olivier Assayas, Gus Van Sant, Wes Craven and Alfonso Cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of Parisian life. The colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice.",http://image.tmdb.org/t/p/original//ytSiqJV6XZFDWJxyAbTlvZxhwyC.jpg
2770,Resurrecting the Champ,13074,"Up-and-coming sports reporter rescues a homeless man (""Champ"") only to discover that he is, in fact, a boxing legend believed to have passed away. What begins as an opportunity to resurrect Champ's story and escape the shadow of his father's success becomes a personal journey as the ambitious reporter reexamines his own life and his relationship with his family.",http://image.tmdb.org/t/p/original//deqgMvIAwhP2s5LJvCd1IfTwuEw.jpg
2771,Admission,144340,"Strait-laced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago. Soon, Portia finds herself bending the rules for Jeremiah, putting at risk the life she thought she always wanted – but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having.",http://image.tmdb.org/t/p/original//8MwiU714GL3WoNxreeHjZ01iPpM.jpg
2772,The Widow of Saint-Pierre,48217,"In 1850, on the isolated French island of Saint-Pierre, a murder shocks the natives. Two fishermen are arrested. One of them, Louis Ollivier, dies in custody. The other, Neel Auguste, is sentenced to death by the guillotine. The island is so small that it has neither a guillotine nor an executioner. While those are sent for Auguste is placed under the supervision of army Captain.",http://image.tmdb.org/t/p/original//6ZbIpO8639w7MfS9GomK76qD1Gh.jpg
2773,Chloe,28211,"A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger.",http://image.tmdb.org/t/p/original//7VC7Q7GvIhEECIU3fiaRf71mxV6.jpg
2774,Faithful,47502,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",http://image.tmdb.org/t/p/original//bnC3m8J6nN30GE9GKo2lkSWU0yD.jpg
2775,Find Me Guilty,9950,"Based on the true story of Jack DiNorscio, a mobster who defended himself in court for what would be the longest mafia trial in U.S. history.",http://image.tmdb.org/t/p/original//8M0dkX7jOor7exKor1txoUl9Ynu.jpg
2776,The Perks of Being a Wallflower,84892,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.",http://image.tmdb.org/t/p/original//aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg
2777,Excessive Force,24227,"Chicago policeman Terry McCain is determined to put away mobster Sal DiMarco, who always gets acquitted on technicalities. While monitoring a drug sale, a shootout ensues, and one of Terry's fellow officers gets away with $3 million of Sal's money. Suspecting Terry took the cash, the mobster sends his men to kill Terry's brother, Dylan, and partner, Frankie Hawkins. Furious, Terry sets out to take his revenge by any means necessary.",http://image.tmdb.org/t/p/original//2pSj82Q53XBDu5GDAIOlCxaRjX6.jpg
2778,Infamous,9672,"While researching his book In Cold Blood, writer Truman Capote develops a close relationship with convicted murderers Dick Hickock and Perry Smith.",http://image.tmdb.org/t/p/original//cIQUn20lUQpi70W0Z7ixezQJ7gj.jpg
2779,The Claim,44853,"A prospector sells his wife and daughter to another gold miner for the rights to a gold mine. Twenty years later, the prospector is a wealthy man who owns much of the old west town named Kingdom Come. But changes are brewing and his past is coming back to haunt him. A surveyor and his crew scouts the town as a location for a new railroad line and a young woman suddenly appears in the town and is evidently the man's daughter.",http://image.tmdb.org/t/p/original//iyFfqfwgIAAXM9mzEKxHthMjTfc.jpg
2780,The Vatican Tapes,157544,"In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.",http://image.tmdb.org/t/p/original//eXN0zdTpm772ZCfnCeLAONguqxe.jpg
2781,Attack the Block,59678,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,http://image.tmdb.org/t/p/original//wzCMnA6NDruLzgWeqMcLPDrGAdF.jpg
2782,In the Land of Blood and Honey,79777,"During the Bosnian War, Danijel, a soldier fighting for the Serbs, re-encounters Ajla, a Bosnian who's now a captive in his camp he oversees. Their once promising connection has become ambiguous as their motives have changed.",http://image.tmdb.org/t/p/original//h1r4qey0K8PG9OgQdDqQcXtMq6c.jpg
2783,The Call,158011,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",http://image.tmdb.org/t/p/original//jWUi9qsFnSh4cm7xaJVn0zIM1xY.jpg
2784,Operation Chromite,407887,A squad of soldiers fight in the Korean War's crucial Battle of Incheon.,http://image.tmdb.org/t/p/original//c9Md7hQTNjFUZF0LgpWpVCS1GcI.jpg
2785,The Crocodile Hunter: Collision Course,17043,"Aussie adventurer Steve Irwin aka The Crocodile Hunter has avoided the death-roll and nabbed another feisty croc, hoping to save it from poachers. What Steve doesn't know is that the crocodile has innocently swallowed a top secret US satellite beacon, and the poachers are actually American special agents sent to retrieve it. Crikey! In the Outback and through the bush with his wife Terri's ever-present commentary ringing out over the countryside (""That was a close one, Steve!""), the Crocodile Hunter is out to save the gorgeous croc and relocate him. It won't be easy, but if he can handle bird-eating spiders and venomous snakes without getting bitten, gun-wielding agents shouldn't be too much of a problem.",http://image.tmdb.org/t/p/original//gfgvfuce0SqF1IolIJYYBxteof0.jpg
2786,I Love You Phillip Morris,8952,"Steve Russell is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris. Smitten, Russell devotes his entire life to being with Morris regardless of the consequences.",http://image.tmdb.org/t/p/original//qtAuWLGQ7N4PNQ6boZeqqoUY2l9.jpg
2787,Quest for Fire,62204,"A colossal adventure odyssey that turns back the hands of time to the very beginning of man's existence. 80,000 years ago, when man roamed the earth, he was exposed to the many harsh elements of nature. Against the perilous atmosphere of rugged terrain, rival tribes and savage beasts, Quest for Fire examines a peaceful tribe's search for that all important element fire, and the knowledge to create it. Focusing on human dream as well as realistic insights into pre-historic man, the constant struggle for survival is vividly recreated in this sensational production.",http://image.tmdb.org/t/p/original//vbf39Rc5qBxqiB2NMSUhToelsed.jpg
2788,Antwone Fisher,13435,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",http://image.tmdb.org/t/p/original//qnA1FeR3XpuBzL8czF47rxjtdgQ.jpg
2789,The Emperor's Club,17187,"William Hundert is a passionate and principled Classics professor who finds his tightly-controlled world shaken and inexorably altered when a new student, Sedgewick Bell, walks into his classroom. What begins as a fierce battle of wills gives way to a close student-teacher relationship, but results in a life lesson for Hundert that will still haunt him a quarter of a century later.",http://image.tmdb.org/t/p/original//s7BRKAq0DNcXe8Bphm6Wd5KnvlF.jpg
2790,True Romance,319,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",http://image.tmdb.org/t/p/original//jBQtcaXXy6gtxHwOYmZ0Hpjnbpx.jpg
2791,Womb,59457,"A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision.",http://image.tmdb.org/t/p/original//lRBQCgAEOyLVRdhTwW3TZQbwrKM.jpg
2792,Glengarry Glen Ross,9504,"Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers.",http://image.tmdb.org/t/p/original//zcaEDx8KlVfh4vKfMNLhiSi5Oz4.jpg
2793,The Killer Inside Me,37414,"Deputy Sheriff Lou Ford is a pillar of the community in his small west Texas town, patient and apparently thoughtful. Some people think he is a little slow and maybe boring, but that is the worst they say about him. But then nobody knows about what Lou calls his ""sickness"": he is a brilliant, but disturbed sociopathic sadist.",http://image.tmdb.org/t/p/original//7Uffl7PBz2eDOdAVqrFvdqazx45.jpg
2794,Cat People,6217,"After years of separation, Irina (Nastassja Kinski) and her minister brother, Paul (Malcolm McDowell), reunite in New Orleans in this erotic tale of the supernatural. When zoologists capture a wild panther, Irina is drawn to the cat -- and the zoo curator (John Heard) is drawn to her. Soon, Irina's brother will have to reveal the family secret: that when sexually aroused, they turn into predatory jungle cats.",http://image.tmdb.org/t/p/original//nYcQnkbTD4LDmp11HCReQuUoMKD.jpg
2795,Sorority Row,26688,"When five sorority girls inadvertently cause the murder of one of their sisters in a prank gone wrong, they agree to keep the matter to themselves and never speak of it again, so they can get on with their lives. This proves easier said than done, when after graduation a mysterious killer goes after the five of them and anyone who knows their secret.",http://image.tmdb.org/t/p/original//rbZU0hrndaubP7ovlmeCf670Ojh.jpg
2796,The Prisoner of Zenda,43867,"An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped.",http://image.tmdb.org/t/p/original//vcJS9TZ9yQYNrS7uAxgOCvcdHTG.jpg
2797,Lars and the Real Girl,6615,"Sometimes you find love where you'd least expect it. Just ask Lars, a sweet but quirky guy who thinks he's found the girl of his dreams in a life-sized doll named Bianca. Lars is completely content with his artificial girlfriend, but when he develops feelings for Margo, an attractive co-worker, Lars finds himself lost in a unique love triangle, hoping to somehow discover the real meaning of true love.",http://image.tmdb.org/t/p/original//nkAt4a7KIPc7Fi1BhxNHhYYbe2b.jpg
2798,The Boy in the Striped Pyjamas,14574,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",http://image.tmdb.org/t/p/original//7DIymYuF7rkzI12IpRZ4oUMO2wA.jpg
2799,Dancer in the Dark,16,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",http://image.tmdb.org/t/p/original//9rsivF4sWfmBzrNr4LPu6TNJhXX.jpg
2800,Oscar and Lucinda,39780,"After a childhood of abuse by his evangelistic father, misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary, Oscar meets Lucinda aboard ship, and a mutual obsession blossoms. They make a wager that will alter each of their destinies.",http://image.tmdb.org/t/p/original//TfJ3PnaU5LE13pc8ev2vWCIL2D.jpg
2801,The Funeral,21612,"The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York in 1930s. Details of the past of the brothers and their families are shown through a series of flashbacks, climaxing in a shocking ending.",http://image.tmdb.org/t/p/original//An94UxdB8n5I6cVy3R9QAeyuoPY.jpg
2802,Solitary Man,36691,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,http://image.tmdb.org/t/p/original//5Dpm8QDoL3w3ZOwVl6rgvjRWxrj.jpg
2803,Machete,23631,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",http://image.tmdb.org/t/p/original//dcPSm1rGEFdiEc7DaKz0t5kb66b.jpg
2804,Casino Jack,45324,"Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.",http://image.tmdb.org/t/p/original//jJvK0btBySQugki6hQ3RIk7p3Gf.jpg
2805,The Land Before Time,12144,"An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive.",http://image.tmdb.org/t/p/original//CmqauHXQgdfnbNUnVfWCVhU6XT.jpg
2806,Tae Guk Gi: The Brotherhood of War,11658,"In 1950, in South Korea, shoe-shiner Jin-tae Lee and his 18-year-old old student brother, Jin-seok Lee, form a poor but happy family with their mother, Jin-tae's fiancé Young-shin Kim, and her young sisters. Jin-tae and his mother are tough workers, who sacrifice themselves to send Jin-seok to the university. When North Korea invades the South, the family escapes to a relative's house in the country, but along their journey, Jin-seok is forced to join the army to fight in the front, and Jin-tae enlists too to protect his young brother. The commander promises Jin-tae that if he gets a medal he would release his brother, and Jin-tae becomes the braver soldier in the company. Along the bloody war between brothers, the relationship of Jin-seok with his older brother deteriorates leading to a dramatic and tragic end.",http://image.tmdb.org/t/p/original//vyG8qpimh3XSlxc6OmPq8LJRJl.jpg
2807,The Perfect Game,56601,"Based on a true story, a group of boys from Monterrey, Mexico who become the first non-U.S. team to win the Little League World Series.",http://image.tmdb.org/t/p/original//kwn02B0AyQYXzftAo9StX8JD2JY.jpg
2808,The Exorcist,9552,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",http://image.tmdb.org/t/p/original//4ucLGcXVVSVnsfkGtbLY4XAius8.jpg
2809,Jaws,578,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",http://image.tmdb.org/t/p/original//s2xcqSFfT6F7ZXHxowjxfG0yisT.jpg
2810,American Pie,2105,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",http://image.tmdb.org/t/p/original//5P68by2Thn8wHAziyWGEw2O7hco.jpg
2811,Ernest & Celestine,126319,"Celestine is a little mouse trying to avoid a dental career; Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together.",http://image.tmdb.org/t/p/original//9DpJBgBbW1sG9U70NAHcvAvmMZl.jpg
2812,The Golden Child,10136,"A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger.",http://image.tmdb.org/t/p/original//nVJIyS2gh0hBvVEr8s9SrpSBTxL.jpg
2813,Think Like a Man,67660,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",http://image.tmdb.org/t/p/original//kfIrKVPDzXJDBzPnFEuoatlaZPW.jpg
2814,Barbershop,10611,"A day in the life of a barbershop on the south side of Chicago. Calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out.",http://image.tmdb.org/t/p/original//yeV2H5dJmaR4XmNNG6q3ikV8a8y.jpg
2815,Star Trek II: The Wrath of Khan,154,Admiral James T. Kirk is feeling old; the prospect of accompanying his old ship the Enterprise on a two week cadet cruise is not making him feel any younger. But the training cruise becomes a a life or death struggle when Khan escapes from years of exile and captures the power of creation itself.,http://image.tmdb.org/t/p/original//uPyLsKl8Z0LOoxeaFXsY5MxhR5s.jpg
2816,Ace Ventura: Pet Detective,3049,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",http://image.tmdb.org/t/p/original//pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg
2817,WarGames,860,"High School student David Lightman (Matthew Broderick) has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions! Together with his girlfriend (Ally Sheedy) and a wizardly computer genius (John Wood), David must race against time to outwit his opponent...and prevent a nuclear Armageddon.",http://image.tmdb.org/t/p/original//wSaofAuADciHF4S2cXJ5MXn2ym5.jpg
2818,Witness,9281,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.",http://image.tmdb.org/t/p/original//cyIpQVMkLG8o5yOJGm7JqSS3GGm.jpg
2819,Act of Valor,75674,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.",http://image.tmdb.org/t/p/original//1Xcd5ci69pVXMPP02DU11Ffq0yY.jpg
2820,Step Up,9762,"Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore's tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore's ultra-elite Maryland School of the Arts",http://image.tmdb.org/t/p/original//9Y2i54Etpx7JvCxj6D8P3VAH152.jpg
2821,Beavis and Butt-Head Do America,3179,"Mike Judge's slacker duo, Beavis and Butt-Head, wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America where they manage to accidentally become America's most wanted.",http://image.tmdb.org/t/p/original//wEB1GPT7mQcTNuYT73s72ljjbMF.jpg
2822,Jackie Brown,184,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”.",http://image.tmdb.org/t/p/original//ewbLUXvm4riZL0aepy90o0vMesn.jpg
2823,Harold & Kumar Escape from Guantanamo Bay,13335,"Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security.",http://image.tmdb.org/t/p/original//pRo2wOKbJEfoLnTK1APcDtKfGzL.jpg
2824,Chronicle,76726,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",http://image.tmdb.org/t/p/original//kdyrdFIt29FUmLIKvedAc2j4rpo.jpg
2825,Yentl,10269,A Jewish girl disguises herself as a boy to enter religious training.,http://image.tmdb.org/t/p/original//li3cyeCUX8oZEfQLDyVZJzHAd96.jpg
2826,Time Bandits,36819,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",http://image.tmdb.org/t/p/original//4VZtpwdhHQSa4LUkvujyGAHb1hG.jpg
2827,Crossroads,17130,"Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy falls in love with Ben and against her father's wishes, she stays and she goes to the audition.",http://image.tmdb.org/t/p/original//cxSZZJBbREsWaRREBIY0DRH08B5.jpg
2828,Project X,57214,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",http://image.tmdb.org/t/p/original//lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg
2829,Patton,11202,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",http://image.tmdb.org/t/p/original//rLM7jIEPTjj4CF7F1IrzzNjLUCu.jpg
2830,One Hour Photo,9357,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""",http://image.tmdb.org/t/p/original//fuSIN3Nq6dmaA8LZSkASpQueFO1.jpg
2831,Quarantine,13812,A television reporter and her cameraman are trapped inside a building quarantined by the CDC after the outbreak of a mysterious virus which turns humans into bloodthirsty killers.,http://image.tmdb.org/t/p/original//2bjoUB81pNRPJNuCScpildL4dGA.jpg
2832,The Eye,9030,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",http://image.tmdb.org/t/p/original//h6LTSlrPv6aNEpScvITroHvW8vy.jpg
2833,Johnson Family Vacation,19084,"AAA can't help the roadside emergency that is the JOHNSON FAMILY VACATION. Even the on-board navigation system has a meltdown on Nate Johnson and his family's cross-country trek to their annual family reunion/grudge match. Reluctantly along for the ride are Nate's wife, who's only in it for the kids; their rapper-wannabe son; their teenage daughter who's fashioned herself as the next Lolita; and their youngest, whose imaginary dog Nate just can't seem to keep track of. Can the Johnsons survive each other and all the obstacles the road throws at them to make it to Caruthersville, Missouri? Can they find Missouri?",http://image.tmdb.org/t/p/original//v6czsPKCCabFDDpWpRwiGsutuOY.jpg
2834,How High,8386,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade.",http://image.tmdb.org/t/p/original//dlZZLrQZrEiOvtJ5rqX9Lj9nww4.jpg
2835,The Muppet Christmas Carol,10437,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",http://image.tmdb.org/t/p/original//by3MSAOvy6O80SJU6BnbSSyv4v.jpg
2836,Frida,1360,"""Frida"" chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary",http://image.tmdb.org/t/p/original//a4hgR6aKoohB6MHni171jbi9BkU.jpg
